"","CaseID","contest_no","Education","Gender","Country of Origin","Reason for Application","Job","Job Experience","Job Plans","Prior Entry","Language Skills","Chosen_Immigrant","ethnocentrism","profile","LangPos","PriorPos"
"11966",1414,3,"graduate degree","male","Germany","reunite with family","research scientist","3-5 years","contract with employer","once w/o authorization","broken English",1,0,2,8,5
"11967",1414,4,"no formal","male","Somalia","escape persecution","teacher","1-2 years","will look for work","many times as tourist","used interpreter",0,0,1,8,5
"11968",1414,4,"high school","male","Germany","reunite with family","child care provider","5+ years","contract with employer","once as tourist","tried English but unable",1,0,2,8,5
"11969",1414,5,"4th grade","male","India","seek better job","child care provider","none","no plans to look for work","never","fluent English",0,0,1,8,5
"11970",1414,5,"high school","female","China","escape persecution","construction worker","3-5 years","interviews with employer","many times as tourist","tried English but unable",1,0,2,8,5
"11971",1416,1,"8th grade","female","Iraq","escape persecution","teacher","5+ years","interviews with employer","many times as tourist","used interpreter",1,30,1,1,7
"11972",1416,1,"8th grade","male","Somalia","escape persecution","teacher","5+ years","contract with employer","many times as tourist","fluent English",0,30,2,1,7
"11973",1416,2,"no formal","female","Somalia","escape persecution","child care provider","3-5 years","will look for work","once as tourist","fluent English",0,30,1,1,7
"11974",1416,2,"high school","female","Germany","seek better job","nurse","5+ years","contract with employer","many times as tourist","fluent English",1,30,2,1,7
"11975",1416,3,"no formal","male","India","reunite with family","child care provider","1-2 years","no plans to look for work","six months with family","tried English but unable",0,30,1,1,7
"11976",1416,3,"college degree","female","Germany","reunite with family","janitor","5+ years","no plans to look for work","six months with family","broken English",1,30,2,1,7
"11977",1416,4,"high school","female","France","reunite with family","janitor","5+ years","no plans to look for work","never","used interpreter",1,30,1,1,7
"11978",1416,4,"4th grade","male","China","seek better job","teacher","5+ years","interviews with employer","never","tried English but unable",0,30,2,1,7
"11979",1416,5,"8th grade","female","Philippines","seek better job","teacher","none","interviews with employer","many times as tourist","fluent English",0,30,1,1,7
"11980",1416,5,"college degree","male","Philippines","reunite with family","research scientist","3-5 years","no plans to look for work","once as tourist","tried English but unable",1,30,2,1,7
"11981",1417,1,"8th grade","female","India","seek better job","waiter","none","will look for work","never","tried English but unable",0,40,1,4,1
"11982",1417,1,"college degree","female","Somalia","escape persecution","child care provider","5+ years","will look for work","many times as tourist","used interpreter",1,40,2,4,1
"11983",1417,2,"8th grade","female","Germany","seek better job","teacher","1-2 years","will look for work","never","used interpreter",0,40,1,4,1
"11984",1417,2,"graduate degree","female","Sudan","escape persecution","construction worker","none","interviews with employer","many times as tourist","used interpreter",1,40,2,4,1
"11985",1417,3,"8th grade","female","Somalia","escape persecution","child care provider","none","will look for work","once as tourist","used interpreter",1,40,1,4,1
"11986",1417,3,"graduate degree","female","Sudan","reunite with family","child care provider","none","no plans to look for work","never","tried English but unable",0,40,2,4,1
"11987",1417,4,"no formal","male","Mexico","reunite with family","teacher","5+ years","no plans to look for work","never","fluent English",0,40,1,4,1
"11988",1417,4,"two-year college","male","Mexico","reunite with family","child care provider","5+ years","interviews with employer","six months with family","fluent English",1,40,2,4,1
"11989",1417,5,"no formal","male","Germany","reunite with family","waiter","3-5 years","interviews with employer","many times as tourist","tried English but unable",1,40,1,4,1
"11990",1417,5,"4th grade","male","Somalia","seek better job","teacher","5+ years","no plans to look for work","once w/o authorization","broken English",0,40,2,4,1
"11991",1418,1,"graduate degree","male","France","reunite with family","doctor","3-5 years","contract with employer","never","tried English but unable",1,26.666664,1,2,5
"11992",1418,1,"no formal","male","Mexico","reunite with family","janitor","none","contract with employer","many times as tourist","broken English",0,26.666664,2,2,5
"11993",1418,2,"graduate degree","female","Iraq","escape persecution","computer programmer","1-2 years","will look for work","once as tourist","broken English",0,26.666664,1,2,5
"11994",1418,2,"8th grade","male","France","reunite with family","teacher","3-5 years","contract with employer","six months with family","used interpreter",1,26.666664,2,2,5
"11995",1418,3,"8th grade","male","Poland","reunite with family","gardener","none","will look for work","many times as tourist","fluent English",0,26.666664,1,2,5
"11996",1418,3,"graduate degree","female","Germany","reunite with family","nurse","none","will look for work","once as tourist","used interpreter",1,26.666664,2,2,5
"11997",1418,4,"college degree","male","China","reunite with family","gardener","5+ years","interviews with employer","six months with family","tried English but unable",1,26.666664,1,2,5
"11998",1418,4,"graduate degree","male","Poland","reunite with family","child care provider","none","interviews with employer","never","tried English but unable",0,26.666664,2,2,5
"11999",1418,5,"8th grade","male","Philippines","seek better job","janitor","1-2 years","interviews with employer","never","fluent English",0,26.666664,1,2,5
"12000",1418,5,"4th grade","female","Poland","reunite with family","nurse","none","interviews with employer","six months with family","broken English",1,26.666664,2,2,5
"12001",1419,1,"no formal","male","Mexico","seek better job","construction worker","5+ years","no plans to look for work","never","used interpreter",1,26.666668,1,6,5
"12002",1419,1,"no formal","male","India","reunite with family","teacher","1-2 years","no plans to look for work","once w/o authorization","fluent English",0,26.666668,2,6,5
"12003",1419,2,"graduate degree","female","France","reunite with family","teacher","5+ years","interviews with employer","once w/o authorization","used interpreter",0,26.666668,1,6,5
"12004",1419,2,"no formal","male","Germany","reunite with family","nurse","5+ years","contract with employer","many times as tourist","tried English but unable",1,26.666668,2,6,5
"12005",1419,3,"graduate degree","male","France","seek better job","financial analyst","5+ years","will look for work","once w/o authorization","broken English",1,26.666668,1,6,5
"12006",1419,3,"no formal","male","India","seek better job","child care provider","3-5 years","contract with employer","six months with family","used interpreter",0,26.666668,2,6,5
"12007",1419,4,"4th grade","female","Germany","reunite with family","nurse","5+ years","interviews with employer","many times as tourist","used interpreter",1,26.666668,1,6,5
"12008",1419,4,"8th grade","female","Somalia","seek better job","teacher","none","no plans to look for work","once w/o authorization","fluent English",0,26.666668,2,6,5
"12009",1419,5,"4th grade","female","Iraq","reunite with family","gardener","3-5 years","no plans to look for work","once w/o authorization","tried English but unable",0,26.666668,1,6,5
"12010",1419,5,"two-year college","male","Iraq","reunite with family","janitor","5+ years","interviews with employer","never","tried English but unable",1,26.666668,2,6,5
"12011",1420,1,"two-year college","male","India","seek better job","research scientist","1-2 years","contract with employer","many times as tourist","broken English",1,0,1,8,9
"12012",1420,1,"4th grade","female","France","seek better job","janitor","3-5 years","no plans to look for work","once w/o authorization","used interpreter",0,0,2,8,9
"12013",1420,2,"high school","female","Somalia","escape persecution","construction worker","3-5 years","contract with employer","once as tourist","broken English",1,0,1,8,9
